_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
253,Education,Education,Hamilton,École secondaire publique Georges-P-Vanier,Planning,Sep-25,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W 3S5,,13257763,,Yes,,,,43.19006314,-79.85184611
254,Education,Education,Hamilton,École secondaire catholique Mère-Teresa,Planning,Sep-25,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W 3S5,,13257763,,Yes,,,,43.19006314,-79.85184611
255,Education,Education,Hamilton,Dundas Valley Public Secondary School,Complete,Sep-15,Expansion of existing school,School renovation and new classroom addition of 126 pupil places,Hamilton,Central,310 GOVERNORS RD,L9H 5P8,,16800000,,,,Yes,,43.25795,-79.97673
256,Education,Education,Hamilton,George L Armstrong Public Elementary School,Complete,Sep-15,Expansion of existing school,Minor school addition and renovation to accommodate a child care,Hamilton,Central,460 CONCESSION ST,L9A 1C3,,2509447,,Yes,,Yes,,43.24135,-79.85607
257,Education,Education,Hamilton,Pauline Johnson Public Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 112 pupil places to accommodate students as a result of a consolidation,Hamilton,Central,25 HUMMINGBIRD LANE,L9A 4B1,,4296716,,Yes,,Yes,,43.2199,-79.87051
258,Education,Education,Hamilton,Queensdale Public Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Hamilton,Central,67 QUEENSDALE AVE E,L9A 1K4,,1250438,,Yes,,Yes,,43.24137,-79.87298
259,Education,Education,Hamilton,Saltfleet Public Secondary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Hamilton,Central,108 HIGHLAND RD W,L8J 2T2,,5405136,,Yes,,,,43.18329,-79.77837
260,Education,Education,Hamilton,Collegiate Avenue Public Elementary School,Complete,Sep-20,Expansion of existing school,"New classroom addition of 213 pupil places to accommodate students as a result of a consolidation, including 49 child care spaces",Hamilton,Central,49 COLLEGIATE AVE,L8G 3L5,,6016280,,Yes,,,,43.22095,-79.74914
261,Education,Education,Hamilton,Glen Public Elementary School,Complete,Sep-21,Construction of new school,"New facility to accommodate 682 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,50 SECORD DR,L8K 3W7,,16122088,,Yes,,Yes,,43.22772389,-79.77941698
262,Education,Education,Hamilton,Memorial Public Elementary School,Complete,Jan-21,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,211 MEMORIAL  AVE,L8G 3B2,,13303541,,Yes,,Yes,,43.21665061,-79.72788913
263,Education,Education,Hamilton,Greensville Public Elementary School,Complete,Sep-17,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,625 HARVEST RD,L9H 5K8,,266002,,Yes,,,,43.28142,-79.98436
264,Education,Education,Hamilton,St. Gabriel Catholic Elementary School,Complete,Sep-15,New school built,New replacement facility to accommodate 504 students,Hamilton,Central,1361 BARTON ST,L8E 5L1,,10730082,,Yes,,Yes,,43.21128,-79.64313
265,Education,Education,Hamilton,St. Therese of Lisieux Catholic Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Hamilton,Central,1760 GARTH ST,L9B 2X5,,3952963,,Yes,,,,43.2059,-79.916
266,Education,Education,Hamilton,Spring Valley Public Elementary School,Complete,Jan-21,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces ",Hamilton,Central,99 DUNHAM DR,L9G 1X7,,12249837,,Yes,,,,43.21660741,-79.99184223
267,Education,Education,Hamilton,Mount Albion Public Elementary School,Complete,Sep-20,Expansion of existing school,"New classroom addition of 230 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,24 KENNARD ST,L8J 2E5,,6469930,,Yes,,,,43.18932,-79.7911
268,Education,Education,Hamilton,Ancaster Senior Public Elementary School,Complete,Sep-19,Expansion of existing school,New classroom addition of 173 pupil places afin d'accueillir students as a result of consolidation,Hamilton,Central,295 NAKOMA RD,L8N 3L1,,3702489,,Yes,,,,43.20807,-79.99317
269,Education,Education,Hamilton,Rockton Public Elementary School,Complete,Sep-20,New school built,New facility to accommodate 511 students as a result of a consolidation,Hamilton,Central,670 HIGHWAY 8,L0R 1X0,,16397747,,Yes,,Yes,,43.2982129,-80.0742907
270,Education,Education,Hamilton,St. Patrick Catholic Elementary School,Under construction,2022,Construction of new school,"New facility to accommodate 383 students as a result of a consolidation, including the construction of 49 child care spaces and of 2 EarlyON rooms",Hamilton,Central,20 EAST AVE S,L8N 3X1,,16241486,,Yes,,Yes,,43.2524,-79.8558
271,Education,Education,Hamilton,Eastdale Public Elementary School,Complete,Sep-18,Full/partial demolition of the existing facility,,Hamilton,Central,275 LINCOLN RD,L8E 1Z4,,408859,,Yes,,,,43.22862,-79.73462
272,Education,Education,Hamilton,Glen Brae Public Elementary School,Under construction,2022,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,50 SECORD DR,L8K 3W7,,1001090,,Yes,,,,43.22772389,-79.77941698
273,Education,Education,Hamilton,Memorial Public Elementary School,Under construction,2021,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,211 MEMORIAL AVE,L8G 3B2,,653778,,Yes,,,,43.21665061,-79.72788913
274,Education,Education,Hamilton,Binbrook II Public Elementary School,Planning,Jan-24,Construction of new school,New facility to accommodate 615 students in a growing community,Hamilton,Central,TBD,TBD,,13528858,,Yes,,,,,
275,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 590 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,29 JOHN MURRAY ST,L8J 1C5,,16081836,,Yes,,Yes,,43.19164615,-79.78362942
276,Education,Education,Hamilton,Nash Upper Stoney Creek Public Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,FIRST RD W / GREEN MOUNTAIN RD W,,,16667921,,Yes,,,,43.20164186,-79.77585353
277,Education,Education,Hamilton,Guardian Angels Catholic Elementary School,Planning,Sep-23,Expansion of existing school,"New classroom addition of 118 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,705 CENTRE RD,L8N 2Z7,,4451108,,Yes,,,,43.34403544,-79.91437373
278,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Planning,2022,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,29 JOHN MURRAY ST,L8J 1C5,,664040,,Yes,,,,43.19164615,-79.78362942
279,Education,Education,Hamilton,Bishop Ryan Catholic Secondary School,Planning,Sep-25,Expansion of existing school,New classroom addition of 253 pupil places for a growing school,Hamilton,Central,1824 RYMAL RD,L0R 1P0,,8449198,,Yes,,,,43.18156,-79.81642
280,Education,Education,Hamilton,école élémentaire publique Hamilton Ouest,Planning,Sep-27,Construction of new school,"New facility to accommodate 271 underserved French-language students, including the construction of 49 child care spaces",Hamilton,Central,TBD,L8S 3B7,,10298140,,Yes,,,,,
281,Education,Education,Hanover,John Diefenbaker Secondary Public School,Complete,Sep-19,Construction of new school,New facility to accommodate 737 students as a result of a consolidation,Grey,Southwest,201 18TH AVE,N4N 3S5,,22934975,,Yes,,,,44.14765,-81.01229
282,Education,Education,Hawkesbury,école élémentaire publique Nouvel-Horizon,Under construction,2022,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 15 child care spaces",Prescott and Russell,East,433 CARTIER BLVD,K6A 1V9,,4573819,,Yes,,Yes,,45.60632,-74.60125
283,Education,Education,Hearst,école élémentaire publique Passeport Jeunesse,Complete,Sep-19,Renovation of existing school,Renovation to address accommodation needs for a growing school,Cochrane,Northeast,75 9TH ST,P0L 1N0,,1236879,,Yes,,,,49.6839,-83.6658
284,Education,Education,Hearst,École élémentaire publique Passeport Jeunesse,Complete,Sep-20,Renovation of existing school,Renovation to address underserved French-language students to accommodate students,Cochrane,Northeast,75 9TH ST,P0L 1N0,,3115553,,Yes,,Yes,,49.6839,-83.6658
285,Education,Education,Innisfil,Alcona Glen Public Elementary School,Complete,Sep-14,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Simcoe,Central,1310 Innisfil Beach Rd,L9S 4B7,,0,,Yes,,,,44.311073,-79.565065
286,Education,Education,Innisfil,Lake Simcoe Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 412 students in a growing community,Simcoe,Central,1701 WEBSTER BLVD,L9S 2A6,,10008261,,Yes,,Yes,,44.29789,-79.55761
287,Education,Education,Innisfil,Innisfil South Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 493 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,MCMASTER AVE,TBD,,13431058,,Yes,,,,,
288,Education,Education,Innisfil,Lake Simcoe Public Elementary School,Planning,2023,Expansion of existing school,"New classroom addition of 190 pupil places for a growing school, including 39 child care spaces",Simcoe,Central,1701 WEBSTER BLVD,L9S 2A6,,5408786,,Yes,,,,44.29789,-79.55761
289,Education,Education,Innisfil,Killarney Beach Public Elementary School,Planning,2022,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Simcoe,Central,820 20TH SIDE RD,L0L 1W0,,7183691,,Yes,,,,44.25778174,-79.5645365
290,Education,Education,Iroquois Falls,École secondaire publique l'Alliance,Complete,Sep-20,Construction of new school,New facility to accommodate 180 underserved French-language students,Cochrane,Northeast,,,,8494861,,Yes,,Yes,,48.7667408,-80.6831304
291,Education,Education,Iroquois Falls,École secondaire catholique l'Alliance,Complete,Sep-20,Construction of new school,New facility to accommodate 180 underserved French-language students,Cochrane,Northeast,,,,8494861,,Yes,,Yes,,48.7640698,-80.68979492
292,Education,Education,Iroquois Falls,École élémentaire publique Étoile du Nord,Complete,Sep-15,Expansion of existing school,School addition and renovation,Cochrane,Northeast,551 UNION ST,P0K 1G0,,4442403,,Yes,,Yes,,48.766091,-80.693684
293,Education,Education,Johnson,Central Algoma Public Elementary and Secondary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 125 pupil places to accommodate students as a result of a consolidation,Algoma,Northeast,32 KENSINGTON RD RR 1,P0R 1E0,,5518903,,Yes,,Yes,,46.339129,-83.937527
294,Education,Education,Johnson,Central Algoma Public Elementary and Secondary School,Complete,Mar-21,Expansion of existing school,"New classroom addition of 95 pupil places to accommodate students as a result of a consolidation, including 64 child care spaces",Algoma,Northeast,32 KENSINGTON RD RR 1,P0R 1E0,,8642578,,Yes,,,,46.34007,-83.9369
295,Education,Education,Kapuskasing,École élémentaire publique Coeur du Nord,Complete,Sep-16,Expansion of existing school,New classroom addition of 98 pupil places for a growing school,Cochrane,Northeast,80 CEDAR ST,P5N 2B3,,4131248,,Yes,,Yes,,49.4205,-82.4266
296,Education,Education,Kawartha Lakes,Scott Young Public Elementary School,Planning,2023,Expansion of existing school,"New classroom addition of 52 pupil places to accommodate students as a result of consolidation, including 49 child care spaces and 1 EarlyON room",Kawartha Lakes,East,27 WALNUT ST,K0L 2W0,,3490944,,Yes,,,,44.29932,-78.56551
297,Education,Education,Kenora,Valleyview Public Elementary School,Complete,Sep-16,Renovation of existing school,School renovation as a result of condition of school,Kenora,Northwest,1529 VALLEY DR,P9N 4K3,,1260000,,,,Yes,,49.78314,-94.44565
298,Education,Education,Kenora,Nestor Falls Public Elementary School,Planning,Sep-27,Construction of new school,New replacement facility to accommodate 46 students,Kenora,Northwest,TBD,P0X 1K0,,2638903,,Yes,,,,,
299,Education,Education,"Killaloe, Hagarty and Richards",St. Andrews Catholic Elementary School,Complete,Sep-15,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Renfrew,East,35 CAMERON ST,K0J 2A0,,582983,,Yes,,,,45.55771,-77.416588
300,Education,Education,Kincardine,St. Anthony Catholic Elementary School,Under construction,2023,Expansion of existing school,"New classroom addition of 190 pupil places for a growing school, including 78 child care spaces",Bruce,Southwest,709 RUSSELL ST,N2Z 1R1,,10706576,,Yes,,Yes,,44.17023,-81.62284
301,Education,Education,Kincardine,Kincardine Public Secondary School,Planning,Sep-25,Construction of new school,New facility to accommodate 881 students in a growing community,Bruce,Southwest,TBD,TBD,,26450989,,Yes,,,,,
302,Education,Education,Kingston,Kingston Central / Module Vanier Public Secondary School,Complete,Mar-20,Construction of new school,New facility to accommodate 1341 students as a result of a consolidation,Frontenac,East,145 KIRKPATRICK ST,K7K 2P4,,42062007,,Yes,,Yes,,44.2544805,-76.5014632
303,Education,Education,Kingston,Molly Brant Public Elementary School,Complete,Sep-16,New school built,Accommodates about 460 kindergarten to Gr. 8 students,Frontenac,East,30 Lyons St,K7K 0J5,,0,,Yes,,,,44.254435,-76.499482
304,Education,Education,Kingston,St. Francis Assisi Catholic Elementary School,Complete,Sep-17,Construction of new school,New facility to accommodate 363 students as a result of a consolidation,Frontenac,East,114 WILEY ST,K7K 5B5,,8576150,,Yes,,,,44.260858,-76.490657
305,Education,Education,Kingston,Molly Brant Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 459 students as a result of a consolidation,Frontenac,East,30 LYONS ST,K7K 0J5,,11618408,,Yes,,Yes,,44.255169,-76.500262
